18.282220 ,  3 , < 0.085116, 6.124186, 0.018299 >, < 0.081749, 6.114280 , 0.082004 > <-0.046577, -0.223152, 0.973670>, < 0.081009 , 6.107897 , 0.108097 >
18.298878 ,  3 , < 0.085118, 6.124183, 0.018256 >, < 0.081737, 6.114244 , 0.082054 > <-0.026062, -0.218077, 0.975584>, < 0.081095 , 6.107877 , 0.108308 >
18.315535 ,  3 , < 0.085112, 6.124170, 0.018176 >, < 0.081767, 6.114262 , 0.081986 > <-0.022908, -0.222754, 0.974605>, < 0.081121 , 6.107869 , 0.108337 >
18.332193 ,  3 , < 0.085122, 6.124151, 0.017970 >, < 0.081790, 6.114196 , 0.082436 > <-0.031096, -0.233417, 0.971879>, < 0.081083 , 6.107885 , 0.108304 >
18.348850 ,  3 , < 0.085120, 6.124159, 0.017764 >, < 0.081775, 6.114244 , 0.082253 > <-0.031908, -0.230625, 0.972519>, < 0.081176 , 6.107885 , 0.108289 >
18.365507 ,  3 , < 0.085122, 6.124172, 0.017666 >, < 0.081784, 6.114259 , 0.082273 > <-0.029151, -0.236171, 0.971274>, < 0.081168 , 6.107884 , 0.108303 >
18.382164 ,  3 , < 0.085135, 6.124254, 0.017493 >, < 0.081748, 6.114297 , 0.082175 > <-0.032803, -0.238956, 0.970476>, < 0.081155 , 6.107756 , 0.108328 >
18.398821 ,  3 , < 0.085135, 6.124242, 0.017456 >, < 0.081747, 6.114292 , 0.082160 > <-0.033714, -0.238979, 0.970439>, < 0.081153 , 6.107740 , 0.108313 >
18.415478 ,  3 , < 0.085133, 6.124158, 0.017353 >, < 0.081741, 6.114344 , 0.081855 > <-0.025953, -0.218307, 0.975535>, < 0.081182 , 6.107668 , 0.108237 >
18.432135 ,  3 , < 0.085127, 6.124183, 0.017328 >, < 0.081749, 6.114440 , 0.081963 > <-0.032210, -0.219028, 0.975187>, < 0.081205 , 6.107676 , 0.108272 >
18.448792 ,  3 , < 0.085117, 6.124214, 0.017330 >, < 0.081779, 6.114262 , 0.082228 > <-0.038655, -0.225638, 0.973444>, < 0.081190 , 6.107765 , 0.108349 >
18.465450 ,  3 , < 0.085111, 6.124216, 0.017326 >, < 0.081799, 6.114254 , 0.082189 > <-0.037747, -0.223954, 0.973868>, < 0.081143 , 6.107702 , 0.108329 >
18.482106 ,  3 , < 0.085104, 6.124216, 0.017328 >, < 0.081801, 6.114195 , 0.082235 > <-0.044798, -0.230209, 0.972110>, < 0.081079 , 6.107699 , 0.108297 >
18.498763 ,  3 , < 0.085111, 6.124219, 0.017324 >, < 0.081796, 6.114181 , 0.082212 > <-0.044965, -0.231846, 0.971713>, < 0.081079 , 6.107709 , 0.108291 >
18.515420 ,  3 , < 0.085134, 6.124283, 0.017229 >, < 0.081795, 6.114203 , 0.082004 > <-0.029372, -0.234747, 0.971613>, < 0.081087 , 6.107753 , 0.108334 >
18.532078 ,  3 , < 0.085153, 6.124234, 0.017079 >, < 0.081819, 6.114085 , 0.082262 > <-0.032307, -0.229026, 0.972884>, < 0.081083 , 6.107781 , 0.108325 >
18.548735 ,  3 , < 0.085144, 6.124222, 0.017058 >, < 0.081812, 6.114162 , 0.082176 > <-0.033335, -0.223301, 0.974179>, < 0.081104 , 6.107822 , 0.108333 >
18.565391 ,  3 , < 0.085135, 6.124165, 0.017023 >, < 0.081807, 6.114239 , 0.082157 > <-0.033698, -0.220767, 0.974744>, < 0.081085 , 6.107763 , 0.108264 >
18.582048 ,  3 , < 0.085146, 6.124204, 0.017093 >, < 0.081778, 6.114119 , 0.082324 > <-0.022560, -0.236048, 0.971479>, < 0.081143 , 6.107778 , 0.108291 >
18.598706 ,  3 , < 0.085140, 6.124174, 0.017103 >, < 0.081787, 6.114131 , 0.082262 > <-0.025569, -0.230981, 0.972622>, < 0.081154 , 6.107764 , 0.108358 >
18.615363 ,  3 , < 0.085144, 6.124178, 0.017087 >, < 0.081787, 6.114222 , 0.082093 > <-0.029056, -0.223517, 0.974267>, < 0.081118 , 6.107794 , 0.108458 >
18.632020 ,  3 , < 0.085150, 6.124188, 0.017085 >, < 0.081792, 6.114248 , 0.082060 > <-0.031838, -0.221163, 0.974717>, < 0.081108 , 6.107802 , 0.108474 >
18.648677 ,  3 , < 0.085152, 6.124193, 0.017081 >, < 0.081800, 6.114244 , 0.082078 > <-0.034622, -0.220451, 0.974783>, < 0.081137 , 6.107777 , 0.108444 >
18.665334 ,  3 , < 0.085137, 6.124197, 0.017081 >, < 0.081806, 6.114252 , 0.082085 > <-0.034848, -0.223132, 0.974165>, < 0.081151 , 6.107741 , 0.108428 >
18.681991 ,  3 , < 0.085114, 6.124218, 0.017095 >, < 0.081814, 6.114252 , 0.082080 > <-0.033761, -0.226071, 0.973526>, < 0.081159 , 6.107713 , 0.108418 >
18.698648 ,  3 , < 0.085120, 6.124214, 0.017111 >, < 0.081807, 6.114278 , 0.081970 > <-0.033052, -0.232204, 0.972105>, < 0.081147 , 6.107716 , 0.108420 >
18.715305 ,  3 , < 0.085131, 6.124206, 0.017112 >, < 0.081800, 6.114276 , 0.081911 > <-0.033070, -0.233165, 0.971875>, < 0.081140 , 6.107714 , 0.108426 >
18.731963 ,  3 , < 0.085141, 6.124266, 0.017097 >, < 0.081782, 6.114248 , 0.081992 > <-0.030208, -0.232168, 0.972206>, < 0.081181 , 6.107747 , 0.108447 >
18.748619 ,  3 , < 0.085140, 6.124245, 0.017108 >, < 0.081797, 6.114250 , 0.081965 > <-0.031244, -0.226381, 0.973538>, < 0.081167 , 6.107758 , 0.108400 >
18.765276 ,  3 , < 0.085145, 6.124252, 0.017107 >, < 0.081803, 6.114250 , 0.081965 > <-0.031368, -0.224756, 0.973910>, < 0.081171 , 6.107745 , 0.108389 >
18.781933 ,  3 , < 0.085161, 6.124270, 0.017095 >, < 0.081800, 6.114244 , 0.082015 > <-0.031437, -0.226015, 0.973616>, < 0.081180 , 6.107719 , 0.108396 >
18.798591 ,  3 , < 0.085154, 6.124212, 0.017118 >, < 0.081793, 6.114279 , 0.082056 > <-0.025379, -0.215100, 0.976262>, < 0.081161 , 6.107764 , 0.108419 >
18.815248 ,  3 , < 0.085139, 6.124214, 0.017082 >, < 0.081775, 6.114161 , 0.082143 > <-0.033533, -0.228018, 0.973079>, < 0.081069 , 6.107704 , 0.108299 >
18.831905 ,  3 , < 0.085138, 6.124203, 0.017101 >, < 0.081793, 6.114292 , 0.082015 > <-0.032774, -0.227717, 0.973176>, < 0.081057 , 6.107672 , 0.108297 >
18.848564 ,  3 , < 0.085135, 6.124193, 0.017109 >, < 0.081798, 6.114329 , 0.081978 > <-0.030860, -0.228286, 0.973105>, < 0.081049 , 6.107678 , 0.108320 >
18.865219 ,  3 , < 0.085147, 6.124226, 0.017100 >, < 0.081768, 6.114298 , 0.081968 > <-0.025108, -0.227872, 0.973367>, < 0.081055 , 6.107748 , 0.108416 >
18.881876 ,  3 , < 0.085139, 6.124233, 0.017097 >, < 0.081769, 6.114275 , 0.082018 > <-0.023784, -0.231451, 0.972556>, < 0.081083 , 6.107765 , 0.108460 >
18.898533 ,  3 , < 0.085140, 6.124220, 0.017112 >, < 0.081790, 6.114049 , 0.082416 > <-0.023986, -0.234123, 0.971911>, < 0.081250 , 6.107737 , 0.108486 >
18.915191 ,  3 , < 0.085154, 6.124200, 0.017131 >, < 0.081819, 6.114090 , 0.082228 > <-0.035156, -0.234247, 0.971541>, < 0.081177 , 6.107797 , 0.108345 >
18.931847 ,  3 , < 0.085142, 6.124213, 0.017118 >, < 0.081797, 6.114145 , 0.082254 > <-0.031062, -0.232559, 0.972086>, < 0.081203 , 6.107777 , 0.108327 >
18.948504 ,  3 , < 0.085135, 6.124225, 0.017104 >, < 0.081778, 6.114156 , 0.082297 > <-0.029528, -0.231610, 0.972361>, < 0.081205 , 6.107745 , 0.108337 >
18.965161 ,  3 , < 0.085133, 6.124234, 0.017103 >, < 0.081765, 6.114159 , 0.082308 > <-0.030906, -0.228922, 0.972954>, < 0.081169 , 6.107721 , 0.108337 >
18.981819 ,  3 , < 0.085162, 6.124303, 0.017158 >, < 0.081761, 6.114297 , 0.081949 > <-0.027869, -0.229724, 0.972857>, < 0.081189 , 6.107631 , 0.108374 >
18.998476 ,  3 , < 0.085159, 6.124260, 0.017133 >, < 0.081783, 6.114216 , 0.082211 > <-0.025176, -0.223275, 0.974430>, < 0.081146 , 6.107651 , 0.108411 >
19.015132 ,  3 , < 0.085142, 6.124204, 0.017088 >, < 0.081803, 6.114242 , 0.082236 > <-0.024615, -0.229358, 0.973031>, < 0.081170 , 6.107666 , 0.108435 >
19.031789 ,  3 , < 0.085137, 6.124205, 0.017082 >, < 0.081805, 6.114245 , 0.082235 > <-0.026316, -0.231591, 0.972457>, < 0.081166 , 6.107675 , 0.108418 >
19.048447 ,  3 , < 0.085149, 6.124229, 0.017072 >, < 0.081800, 6.114217 , 0.082205 > <-0.033610, -0.231162, 0.972334>, < 0.081166 , 6.107692 , 0.108412 >
19.065104 ,  3 , < 0.085145, 6.124206, 0.017064 >, < 0.081767, 6.114184 , 0.082280 > <-0.042441, -0.239003, 0.970091>, < 0.081158 , 6.107679 , 0.108367 >
19.081761 ,  3 , < 0.085160, 6.124213, 0.017088 >, < 0.081744, 6.114389 , 0.081797 > <-0.025595, -0.218430, 0.975517>, < 0.081147 , 6.107782 , 0.108451 >
