78.014111 ,  1 , < 0.085386, 6.127659, 0.013759 >, < 0.082252, 6.117531 , 0.077244 > <-0.040145, -0.224747, 0.973590>, < 0.081600 , 6.110990 , 0.103857 >
78.030768 ,  1 , < 0.085385, 6.127662, 0.013713 >, < 0.082259, 6.117539 , 0.077242 > <-0.039445, -0.225207, 0.973512>, < 0.081614 , 6.110998 , 0.103849 >
78.047426 ,  1 , < 0.085421, 6.127617, 0.013619 >, < 0.082294, 6.117626 , 0.077304 > <-0.032771, -0.212576, 0.976595>, < 0.081713 , 6.111058 , 0.103863 >
78.064082 ,  1 , < 0.085426, 6.127511, 0.013538 >, < 0.082272, 6.117613 , 0.077596 > <-0.027154, -0.221887, 0.974694>, < 0.081732 , 6.111041 , 0.103875 >
78.080739 ,  1 , < 0.085438, 6.127555, 0.013336 >, < 0.082303, 6.117649 , 0.077426 > <-0.034605, -0.197299, 0.979732>, < 0.081646 , 6.111050 , 0.103918 >
78.097396 ,  1 , < 0.085424, 6.127486, 0.013284 >, < 0.082287, 6.117692 , 0.077255 > <-0.035763, -0.218278, 0.975231>, < 0.081665 , 6.111071 , 0.103857 >
78.114053 ,  1 , < 0.085426, 6.127468, 0.013276 >, < 0.082286, 6.117695 , 0.077218 > <-0.036271, -0.220633, 0.974682>, < 0.081662 , 6.111083 , 0.103840 >
78.130711 ,  1 , < 0.085411, 6.127470, 0.013249 >, < 0.082330, 6.117614 , 0.077475 > <-0.043480, -0.215345, 0.975570>, < 0.081673 , 6.111125 , 0.103735 >
78.147367 ,  1 , < 0.085418, 6.127457, 0.013212 >, < 0.082320, 6.117556 , 0.077525 > <-0.040162, -0.221539, 0.974324>, < 0.081633 , 6.111127 , 0.103729 >
78.164024 ,  1 , < 0.085439, 6.127429, 0.013197 >, < 0.082293, 6.117513 , 0.077649 > <-0.035688, -0.221515, 0.974504>, < 0.081604 , 6.111142 , 0.103748 >
78.180681 ,  1 , < 0.085429, 6.127411, 0.013173 >, < 0.082298, 6.117580 , 0.077507 > <-0.038672, -0.227640, 0.972977>, < 0.081560 , 6.111113 , 0.103703 >
78.197339 ,  1 , < 0.085411, 6.127430, 0.013179 >, < 0.082288, 6.117478 , 0.077630 > <-0.042955, -0.224842, 0.973448>, < 0.081609 , 6.111126 , 0.103708 >
78.213996 ,  1 , < 0.085431, 6.127541, 0.013080 >, < 0.082343, 6.117570 , 0.077502 > <-0.039001, -0.232524, 0.971808>, < 0.081621 , 6.111067 , 0.103795 >
