21.687377 ,  1 , < 0.085142, 6.123911, 0.017671 >, < 0.081752, 6.114015 , 0.082099 > <-0.041438, -0.240210, 0.969836>, < 0.080947 , 6.107409 , 0.108101 >
21.704034 ,  1 , < 0.085087, 6.123941, 0.017663 >, < 0.081773, 6.114135 , 0.081981 > <-0.032304, -0.236506, 0.971093>, < 0.081023 , 6.107368 , 0.108201 >
21.720691 ,  1 , < 0.085097, 6.123932, 0.017647 >, < 0.081791, 6.114144 , 0.081924 > <-0.027140, -0.236400, 0.971277>, < 0.081042 , 6.107344 , 0.108190 >
21.737348 ,  1 , < 0.085133, 6.124043, 0.017443 >, < 0.081825, 6.113991 , 0.082118 > <-0.028665, -0.235600, 0.971427>, < 0.080962 , 6.107347 , 0.108107 >
21.754005 ,  1 , < 0.085131, 6.124206, 0.017354 >, < 0.081841, 6.113920 , 0.082223 > <-0.029581, -0.232567, 0.972130>, < 0.080952 , 6.107349 , 0.108118 >
21.770662 ,  1 , < 0.085151, 6.124198, 0.017419 >, < 0.081861, 6.113968 , 0.082119 > <-0.028796, -0.236605, 0.971179>, < 0.081065 , 6.107394 , 0.108148 >
21.787319 ,  1 , < 0.085175, 6.124209, 0.017443 >, < 0.081824, 6.114014 , 0.081909 > <-0.028149, -0.238568, 0.970718>, < 0.081103 , 6.107466 , 0.108086 >
21.803976 ,  1 , < 0.085147, 6.124225, 0.017433 >, < 0.081849, 6.113964 , 0.081966 > <-0.027946, -0.236947, 0.971120>, < 0.081087 , 6.107414 , 0.108142 >
21.820634 ,  1 , < 0.085153, 6.124265, 0.017377 >, < 0.081845, 6.113985 , 0.081937 > <-0.031356, -0.232051, 0.972198>, < 0.081075 , 6.107336 , 0.108240 >
21.837290 ,  1 , < 0.085168, 6.124284, 0.017356 >, < 0.081825, 6.114007 , 0.081878 > <-0.035157, -0.227969, 0.973033>, < 0.081086 , 6.107321 , 0.108285 >
21.853948 ,  1 , < 0.085131, 6.124250, 0.017359 >, < 0.081843, 6.114002 , 0.081964 > <-0.037476, -0.233631, 0.971603>, < 0.081070 , 6.107333 , 0.108283 >
21.870604 ,  1 , < 0.085133, 6.124181, 0.017379 >, < 0.081835, 6.114061 , 0.081991 > <-0.036728, -0.233660, 0.971624>, < 0.081052 , 6.107347 , 0.108202 >
21.887261 ,  1 , < 0.085135, 6.124194, 0.017410 >, < 0.081815, 6.114145 , 0.081904 > <-0.035518, -0.229348, 0.972696>, < 0.081109 , 6.107403 , 0.108236 >
21.903918 ,  1 , < 0.085160, 6.124185, 0.017375 >, < 0.081779, 6.113921 , 0.082411 > <-0.028915, -0.223171, 0.974350>, < 0.081070 , 6.107407 , 0.108091 >
21.920576 ,  1 , < 0.085180, 6.124163, 0.017348 >, < 0.081763, 6.113863 , 0.082459 > <-0.031476, -0.219956, 0.975002>, < 0.081087 , 6.107394 , 0.108077 >
21.937233 ,  1 , < 0.085174, 6.124172, 0.017356 >, < 0.081795, 6.113850 , 0.082504 > <-0.039397, -0.221581, 0.974346>, < 0.081097 , 6.107352 , 0.108160 >
21.953890 ,  1 , < 0.085145, 6.124251, 0.017341 >, < 0.081845, 6.113901 , 0.082432 > <-0.030986, -0.227895, 0.973192>, < 0.081014 , 6.107366 , 0.108192 >
21.970547 ,  1 , < 0.085142, 6.124283, 0.017191 >, < 0.081830, 6.113927 , 0.082259 > <-0.025107, -0.228856, 0.973136>, < 0.081053 , 6.107425 , 0.108157 >
21.987204 ,  1 , < 0.085181, 6.124284, 0.017117 >, < 0.081806, 6.113913 , 0.081981 > <-0.029815, -0.236243, 0.971237>, < 0.081184 , 6.107471 , 0.108187 >
22.003861 ,  1 , < 0.085181, 6.124269, 0.017113 >, < 0.081831, 6.113913 , 0.081908 > <-0.029076, -0.237302, 0.971001>, < 0.081183 , 6.107450 , 0.108235 >
22.020518 ,  1 , < 0.085143, 6.124250, 0.017075 >, < 0.081875, 6.113884 , 0.082030 > <-0.026515, -0.234256, 0.971813>, < 0.081179 , 6.107386 , 0.108253 >
22.037175 ,  1 , < 0.085132, 6.124219, 0.017072 >, < 0.081821, 6.113906 , 0.082119 > <-0.035401, -0.223298, 0.974107>, < 0.081167 , 6.107389 , 0.108309 >
22.053832 ,  1 , < 0.085136, 6.124182, 0.017088 >, < 0.081810, 6.113966 , 0.082054 > <-0.038240, -0.213244, 0.976250>, < 0.081155 , 6.107400 , 0.108367 >
22.070489 ,  1 , < 0.085139, 6.124216, 0.017097 >, < 0.081782, 6.114016 , 0.081975 > <-0.038629, -0.216561, 0.975504>, < 0.081160 , 6.107360 , 0.108307 >
